,matchId,gameId,gameMode,gameVersion,championName,championId,teamPosition,win,allInPings,assistMePings,assists,baronKills,basicPings,champExperience,champLevel,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,pushPings,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,takedowns,goldPerMinute,damagePerMinute,baronTakedowns,dragonTakedowns,turretTakedowns.1,gameLength,killParticipation,visionScorePerMinute,jungleCsBefore10Minutes,enemyJungleMonsterKills,controlWardsPlaced,wardTakedowns,kda,teamDamagePercentage,maxCsAdvantageOnLaneOpponent,maxLevelLeadLaneOpponent,primaryStyle,subStyle
718,KR_6922134066,6922134066,CLASSIC,14.2.556.3141,Ezreal,81,BOTTOM,True,0,3,4,0,0,12369,14,0,8,4,8248,15563,8248,6780,0,2,3,2,0,True,14,5,False,True,False,True,False,False,2,11484,9825,0,BOTTOM,1,1,0,3508,0,3110,0,3042,3158,3363,18,1,8,BOTTOM,466,7,2,571,15630,4750,2130,0,0,0,0,1,0,0,5,4,0,118046,13578,8274,4863,1,0,CARRY,0,234,43,30,13,5,7,1,4,297,False,5,1509,141435,19213,0,10683,4164,319,184,236,28,3,0,7758,884,279,5,5,3,0,0,22,3,2,11,12.0,456.437051886875,763.6021970713895,1.0,0.0,5.0,1509.6841896,0.4137931034482758,0.8830092029460732,0.0,0.0,3.0,3.0,6.0,0.2269300240338931,25.0,3.0,"8005, 8009, 9103, 8017","8313, 8345"
719,KR_7060094602,7060094602,CLASSIC,14.9.580.2108,Caitlyn,51,BOTTOM,False,0,0,6,0,0,23692,18,0,2,3,4193,4193,4193,11457,0,1,0,0,0,True,3,0,False,False,False,True,False,False,3,19853,18200,0,BOTTOM,0,0,3,3026,3006,3095,3031,3094,3036,3340,23,2,11,BOTTOM,2274,7,1,1000,11375,3221,18495,0,4,0,1,0,0,0,6,4,0,380031,39685,6944,5181,0,0,CARRY,0,68,12,30,12,6,6,5,4,88,False,7,2460,394922,43398,0,27435,12451,0,356,92,32,1,0,3516,492,1996,1,2,11,0,0,26,0,4,14,17.0,484.0463081691725,1058.0848053478005,0.0,0.0,2.0,2460.976606,0.7083333333333334,0.6435004235144749,0.0,0.0,0.0,4.0,17.0,0.3212642188379671,84.80000001192093,2.0,"8021, 8009, 9103, 8014","8233, 8236"
720,KR_6945845144,6945845144,CLASSIC,14.3.558.8314,Karma,43,TOP,False,1,4,9,0,0,15154,16,0,24,4,2846,4361,2846,77051,0,6,0,0,0,True,29,0,False,False,False,False,False,False,0,10255,10000,0,TOP,0,1,1,1056,3121,3158,3110,3065,3076,3340,22,0,1,MIDDLE,0,0,1,683,75499,17046,2927,0,0,0,1,0,0,0,13,1,0,24235,3735,30242,3542,3,0,DUO,0,173,44,110,60,4,12,4,4,35,False,69,1873,102697,20872,1518,36558,13348,0,161,1213,173,1,0,2962,90,3388,2,4,9,0,0,22,0,2,11,10.0,328.4146733857841,668.4249173646696,1.0,0.0,4.0,1873.5535005,0.3703703703703703,0.7296820658214639,0.0,0.0,0.0,2.0,1.6666666666666667,0.207024159774626,37.0,1.0,"8437, 8401, 8473, 8453","8009, 9105"
721,KR_6977791860,6977791860,CLASSIC,14.5.563.9790,Yone,777,MIDDLE,True,0,8,5,0,0,17412,17,0,13,6,1113,5477,1113,29709,0,7,4,0,0,True,9,0,False,False,False,False,False,False,0,13257,12625,0,MIDDLE,0,0,1,2055,3153,3006,6672,6673,1038,3364,27,3,8,MIDDLE,469,2,1,358,17472,4503,10698,0,0,0,0,0,0,0,27,8,0,146066,12027,22338,4660,0,0,SOLO,0,254,40,58,11,5,12,2,4,344,False,19,1904,167169,17925,0,35378,8316,0,209,218,199,1,0,3630,1395,2341,0,1,6,0,0,31,5,6,12,13.0,417.6640426337362,564.7333407407265,1.0,0.0,1.0,1904.5278772,0.3611111111111111,0.9845403051564536,0.0,0.0,4.0,6.0,1.8571428571428568,0.1691891710141148,57.0,3.0,"8008, 9111, 9104, 8299","8451, 8444"
722,KR_6898594557,6898594557,CLASSIC,14.1.553.2414,LeeSin,64,JUNGLE,False,0,0,1,0,0,9,1,0,0,1,0,0,0,392,0,1,0,0,0,False,1,0,False,False,False,False,True,False,0,538,500,0,JUNGLE,0,0,0,1101,2003,0,0,0,0,3340,3,0,0,NONE,0,0,0,93,0,0,141,0,0,0,0,0,0,0,0,2,0,523,523,581,6331,0,0,SUPPORT,0,0,6,0,0,0,11,1,4,275,True,0,104,523,523,0,722,33,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,310.6033706522673,301.83281690871684,0.0,0.0,0.0,104.0791788,1.0,0.0811889616326365,0.0,0.0,0.0,0.0,1.0,0.5591081493935669,,,"8010, 9111, 9104, 8014","8304, 8347"
723,KR_7045546747,7045546747,CLASSIC,14.8.578.3867,Rengar,107,JUNGLE,False,0,6,10,0,0,19484,18,0,5,2,0,32661,0,22187,0,19,0,1,1,True,1,0,False,False,False,False,False,True,1,19001,19930,0,JUNGLE,0,0,1,6701,6698,3142,6696,3814,6694,3340,29,4,18,JUNGLE,1425,3,2,500,21793,2195,11620,0,130,0,0,0,0,0,7,7,0,183684,41742,47811,7,0,0,NONE,0,185,90,92,20,23,11,7,4,54,False,15,2582,247491,46893,0,61669,16257,0,24,261,780,1,0,42012,2955,2237,0,0,6,0,0,29,0,4,12,28.0,441.40061646490136,1089.3549897378623,0.0,1.0,0.0,2582.8415481,0.5384615384615384,0.6958181229064271,48.00000008940697,9.0,0.0,4.0,1.4736842105263157,0.259172608076535,36.00000011920929,2.0,"8369, 8304, 8321, 8347","8106, 8143"
724,KR_7044306907,7044306907,CLASSIC,14.8.578.3867,Illaoi,420,TOP,True,1,0,2,0,0,12939,14,0,0,2,3976,3976,3976,20461,0,5,1,0,0,True,9,1,False,False,False,False,False,True,2,8796,7700,0,TOP,0,0,0,3071,6662,1036,0,3111,2055,3340,14,2,5,JUNGLE,0,2,1,745,64,47,9291,0,0,0,0,0,0,0,5,1,0,116355,17123,11401,29,0,0,NONE,0,72,72,23,5,3,4,3,12,224,False,9,1469,121491,17231,0,23033,5360,0,170,570,125,1,0,5072,60,2340,2,3,0,0,0,17,2,1,9,7.0,359.0949355204209,703.4096446318271,0.0,0.0,3.0,1469.7846568,0.1842105263157894,0.7274052177466658,0.0,0.0,1.0,1.0,1.4,0.1836108055175431,80.0,2.0,"8010, 8009, 9105, 8299","8446, 8473"
725,KR_6931300263,6931300263,CLASSIC,14.2.556.3141,Sett,875,TOP,True,0,0,5,0,0,17482,17,0,0,1,5847,11645,5847,36903,0,8,0,0,0,True,0,1,False,False,False,False,False,False,1,12265,11900,0,TOP,1,1,1,3047,6631,3748,6610,0,0,3340,24,0,5,JUNGLE,400,0,1,463,108,36,14328,0,6,0,0,0,0,0,2,1,0,168958,20542,25711,6473,0,0,NONE,0,51,19,30,8,2,12,6,4,78,False,32,1994,177171,22873,0,44316,3538,0,210,177,319,1,0,8103,2294,4277,1,3,8,0,0,19,0,1,11,10.0,368.9012449425674,687.9523745565081,0.0,0.0,3.0,1994.9427267,0.303030303030303,0.5785546866097371,2.0,0.0,0.0,1.0,1.25,0.202327643849763,52.0,1.0,"8010, 9111, 9104, 8299","8242, 8444"
726,KR_7039692972,7039692972,CLASSIC,14.8.576.8838,Rengar,107,JUNGLE,False,0,12,7,0,0,12296,14,0,6,1,1280,17543,1280,23055,0,8,0,0,1,True,14,0,False,False,False,False,False,False,0,11151,10400,0,JUNGLE,0,0,1,3156,6698,6692,1001,1036,1036,3364,22,1,3,JUNGLE,631,2,1,626,16624,291,8022,0,138,0,1,0,0,0,16,7,0,144410,9640,27523,907,0,0,NONE,0,191,60,86,11,17,11,4,4,73,False,10,1783,213912,10842,0,35961,16720,0,41,263,242,1,0,52876,911,414,0,1,9,0,0,19,0,2,7,10.0,375.03204403559545,364.66090253243016,0.0,1.0,1.0,1784.059582,0.5263157894736842,0.6552656570654624,62.000000059604645,7.0,0.0,2.0,1.25,0.1472242622565029,0.0,1.0,"8010, 9111, 9104, 8299","8143, 8105"
727,KR_6933908859,6933908859,CLASSIC,14.2.556.3141,Smolder,901,BOTTOM,True,0,2,7,0,0,13236,15,0,5,2,3602,5852,3602,5542,0,5,0,0,0,True,4,0,False,False,False,False,False,True,2,10709,10550,0,BOTTOM,0,1,0,3042,3508,3158,1082,6675,0,3340,18,2,5,BOTTOM,463,3,1,786,5976,1718,11602,0,8,0,0,0,0,0,2,9,0,116861,10439,4773,4293,0,0,CARRY,0,128,56,36,8,5,6,3,4,649,False,7,1798,127007,12405,0,16604,3267,0,159,290,88,1,0,4169,248,228,1,2,2,0,0,11,0,0,6,12.0,357.3676471428513,413.970876088821,0.0,0.0,2.0,1798.075426,0.25,0.3764704814555316,0.0,4.0,0.0,1.0,2.4,0.0989882702887574,12.0,1.0,"8229, 8226, 8233, 8237","8304, 8345"
728,KR_6903353406,6903353406,CLASSIC,14.1.553.2414,Aatrox,266,TOP,False,0,1,8,1,0,21741,18,0,10,9,3714,14665,3714,27898,0,2,7,0,0,True,13,0,False,False,False,False,False,False,5,15641,15675,0,TOP,0,0,1,3161,3044,3047,3053,6610,6333,3364,30,2,5,TOP,325,3,1,1259,8497,2586,6092,0,12,0,1,0,0,0,17,6,0,191290,10386,17937,5843,0,0,SOLO,0,207,24,105,9,4,12,2,4,340,False,17,2228,221724,13394,0,26137,8740,0,283,290,105,1,0,21936,422,2108,2,2,8,0,0,39,7,8,12,13.0,421.15057013128006,360.6549316548811,1.0,1.0,2.0,2228.3269653,0.40625,1.0535432940642764,0.0,0.0,7.0,8.0,6.5,0.1294353788863548,40.0,3.0,"8010, 9111, 9104, 8299","8242, 8473"
729,KR_6943673820,6943673820,CLASSIC,14.3.558.8314,Maokai,57,JUNGLE,True,0,7,21,1,0,18900,18,0,19,4,116,46735,116,61723,0,6,1,0,2,True,7,0,True,False,False,False,False,False,2,15975,12750,0,JUNGLE,1,2,1,6653,2055,3143,3047,3075,3110,3364,21,2,7,JUNGLE,43,3,1,731,200921,30026,15440,0,150,0,0,1,0,0,68,7,0,26158,2070,20651,23,1,0,NONE,0,204,80,124,20,7,4,20,11,85,False,110,2216,307251,34456,0,37119,17628,0,45,2200,204,1,0,80171,2358,1027,1,1,7,0,0,33,2,6,7,28.0,432.4638947119907,932.7325373921632,1.0,4.0,1.0,2216.5068377,0.7567567567567568,0.8993745884381389,47.75000008940697,9.0,1.0,6.0,4.666666666666667,0.2142684699256699,23.75000002980232,2.0,"8369, 8304, 8321, 8347","8126, 8135"
730,KR_6914712009,6914712009,CLASSIC,14.1.553.2414,Lucian,236,BOTTOM,False,0,3,1,0,0,4437,8,0,15,1,0,0,0,3510,0,6,0,0,0,True,2,0,False,True,False,False,False,True,0,4436,3800,0,BOTTOM,0,0,0,0,0,0,1055,6672,1001,3340,11,0,1,NONE,240,0,1,347,2764,527,2601,0,0,0,0,0,0,0,0,9,0,29694,3055,5991,6331,0,0,SUPPORT,0,24,9,10,1,2,7,2,4,454,False,0,957,35633,3583,0,8843,844,244,79,0,68,2,0,3175,0,250,0,0,2,0,0,6,0,2,3,2.0,277.9559348631332,224.46362279878844,0.0,0.0,0.0,957.7675959,0.6666666666666666,0.4308876508064513,0.0,0.0,0.0,2.0,0.3333333333333333,0.1873287140124717,2.0,1.0,"8005, 8009, 9103, 8014","8226, 8210"
731,KR_6950262477,6950262477,CLASSIC,14.3.558.8314,Katarina,55,MIDDLE,True,0,1,5,0,0,11412,13,0,5,0,7521,7521,7521,6793,0,3,0,1,0,True,6,0,False,False,False,True,False,True,1,10548,9500,0,MIDDLE,1,1,0,1082,2420,3100,3020,4645,0,3363,15,1,8,MIDDLE,0,6,2,369,82289,14541,8623,0,0,0,0,0,0,0,5,3,0,10229,1862,6161,3376,0,0,SOLO,0,65,33,0,7,2,12,4,4,679,False,0,1332,98921,16460,0,15246,2697,0,138,29,72,1,0,6401,56,461,3,4,1,0,0,11,0,1,8,13.0,474.7811797435172,740.8964176456927,0.0,0.0,4.0,1333.0195565,0.40625,0.5327125972436016,0.0,0.0,0.0,1.0,4.333333333333333,0.2334766265345417,32.5,2.0,"8112, 8143, 8138, 8105","8014, 9111"
732,KR_6895556070,6895556070,CLASSIC,14.1.552.7117,Katarina,55,MIDDLE,True,0,1,3,0,0,6839,10,0,0,5,0,0,0,2665,0,0,1,1,0,True,1,0,True,False,False,False,False,True,0,6181,5650,0,MIDDLE,0,0,0,1082,2031,2055,4646,3020,1026,3340,13,1,7,NONE,0,7,2,0,41387,7194,2189,0,4,0,0,0,0,0,1,3,0,3410,848,3730,4562,0,0,SUPPORT,0,37,20,0,5,3,14,2,4,429,False,0,777,45091,8336,0,6440,733,0,85,0,0,1,0,294,294,520,0,0,0,0,0,12,2,1,5,10.0,476.7585300261802,642.9565371220746,0.0,0.0,0.0,777.9899598,0.7692307692307693,0.979355503868384,4.0,0.0,1.0,2.0,10.0,0.3293329024516241,50.0,2.0,"8010, 9111, 9105, 8014","8143, 8105"
733,KR_6951591265,6951591265,CLASSIC,14.3.558.8314,Morgana,25,UTILITY,True,0,1,8,0,0,5562,9,0,1,5,2067,2682,2067,2558,0,1,2,0,0,True,2,0,True,False,False,True,False,True,2,5909,5425,0,UTILITY,0,0,0,2055,2031,3870,1058,6653,1001,3364,16,0,1,NONE,0,0,1,934,14023,5791,2262,0,4,0,0,0,0,0,2,5,0,4692,1111,4004,4027,0,0,SUPPORT,0,30,44,9,1,4,14,1,4,160,False,35,1020,20245,7311,648,6318,551,0,19,56,21,1,0,1529,408,50,1,2,0,0,0,24,3,2,9,9.0,347.3303102283816,429.77119115961534,0.0,1.0,2.0,1020.8067889,0.45,1.425750586812049,0.0,0.0,2.0,2.0,9.0,0.1625332722581488,4.0,1.0,"8229, 8226, 8210, 8237","8345, 8347"
734,KR_6896437902,6896437902,CLASSIC,14.1.552.9668,MissFortune,21,BOTTOM,False,3,23,4,0,0,18019,17,0,1,3,8431,14534,8431,13098,0,3,0,2,0,True,26,2,False,False,False,False,False,False,30,20443,20100,0,BOTTOM,0,0,3,3036,3142,3026,6676,6697,6699,3363,23,2,10,BOTTOM,1096,7,2,1011,4564,1530,12569,1,1,0,1,0,0,0,8,4,0,315613,34339,13919,4832,0,0,CARRY,0,87,35,43,14,6,4,5,7,221,False,11,2417,331488,37093,0,26639,7136,937,311,215,51,4,0,11310,1223,151,2,2,10,0,0,22,0,5,12,14.0,507.33587281225135,920.5196021388242,0.0,1.0,2.0,2417.7689065,0.6666666666666666,0.5646059648405113,0.0,0.0,0.0,5.0,4.666666666666667,0.3493055173465776,57.0,0.0,"8369, 8304, 8345, 8347","8233, 8236"
735,KR_7000335162,7000335162,CLASSIC,14.6.569.5139,Jinx,222,BOTTOM,False,0,0,5,0,0,14836,16,0,2,1,3179,22071,3179,12784,0,9,0,0,0,True,0,0,False,False,False,False,False,False,0,11970,11775,0,BOTTOM,0,0,2,6672,3087,3006,3036,1037,1018,3363,24,0,3,BOTTOM,587,0,1,544,29366,1804,11278,0,0,0,1,0,0,1,0,4,0,147803,15584,15711,6555,0,0,CARRY,0,92,53,21,14,5,6,5,4,409,False,21,2099,177291,17389,0,27576,5550,0,208,60,273,1,0,121,0,586,1,1,8,0,0,18,0,5,10,8.0,342.0480587606694,496.8935272224733,1.0,4.0,1.0,2099.8257122,0.32,0.5290560436750201,0.0,0.0,0.0,5.0,0.8888888888888888,0.1595616835172271,1.0,1.0,"8008, 8009, 9103, 8014","8233, 8236"
736,KR_6915374347,6915374347,CLASSIC,14.1.553.2414,Pyke,555,UTILITY,False,0,0,10,0,0,11907,14,0,0,24,879,2063,879,15714,0,12,10,0,0,True,0,0,False,False,False,False,False,False,5,10563,8850,0,UTILITY,0,0,1,0,3179,2015,3876,6701,3117,3364,42,1,6,BOTTOM,0,2,1,369,152,0,10334,0,0,0,1,0,0,0,1,10,0,17664,5181,16622,3863,0,0,SUPPORT,0,35,74,35,6,4,4,6,14,155,False,20,2074,26173,7325,0,28981,3938,0,35,67,326,1,0,8356,2143,2025,0,0,8,0,0,92,10,10,54,16.0,305.53880791986745,211.8727646439412,0.0,2.0,0.0,2074.4586949,0.4444444444444444,2.6657167455785045,0.0,0.0,10.0,10.0,1.3333333333333333,0.0747356411351047,18.0,1.0,"9923, 8126, 8138, 8135","8232, 8234"
737,KR_6953724006,6953724006,CLASSIC,14.3.558.8314,Graves,104,JUNGLE,True,0,7,10,0,0,10847,13,0,1,4,20,24517,20,12330,0,3,2,0,1,True,0,0,False,False,False,False,False,False,0,8490,7325,0,JUNGLE,0,0,0,2055,3142,6676,3047,0,0,3364,13,1,2,JUNGLE,310,2,1,772,1531,356,6406,0,131,0,0,0,0,0,0,2,0,119115,8863,15585,4764,0,0,NONE,0,74,16,17,5,13,11,3,4,349,False,17,1439,173940,10510,0,22547,12992,0,12,459,54,1,0,53294,1291,555,0,0,2,0,0,21,3,5,4,12.0,354.0036518663948,438.2116926308666,0.0,1.0,0.0,1439.12131,0.4285714285714285,0.8951603682926782,53.00000008940697,19.0,2.0,5.0,4.0,0.1202296505260916,49.00000008940697,3.0,"8021, 9111, 9104, 8014","8304, 8347"
738,KR_7022414153,7022414153,CLASSIC,14.7.571.9528,Xerath,101,UTILITY,True,0,1,11,0,0,12317,14,0,6,3,380,1192,380,11425,0,7,1,0,0,True,2,0,False,False,False,False,False,True,0,11097,10525,0,UTILITY,0,0,0,3871,4628,4645,1082,6655,3020,3364,20,1,6,BOTTOM,0,3,1,556,48052,22488,13227,0,0,0,0,0,0,0,0,5,0,3538,756,14101,1385,0,0,SUPPORT,0,70,49,26,43,6,3,4,4,112,False,38,2135,53472,24010,0,28024,5427,0,40,184,226,1,0,1881,766,695,0,0,4,0,0,64,1,3,24,17.0,311.7590334823743,674.5531557785964,0.0,0.0,0.0,2135.7226843,0.320754716981132,1.8192021407359436,0.0,0.0,1.0,3.0,2.4285714285714284,0.1425581024893719,6.0,2.0,"8369, 8304, 8345, 8347","8226, 8237"
739,KR_6973615596,6973615596,CLASSIC,14.4.562.8237,Lucian,236,BOTTOM,False,0,1,8,0,0,13202,15,0,9,1,2673,5696,2673,9099,0,11,0,0,0,True,1,0,False,False,False,False,False,True,0,11153,11100,0,BOTTOM,0,0,1,2015,0,6672,3036,6675,3158,3363,23,0,3,BOTTOM,436,0,1,511,5936,1147,12299,1,4,0,0,0,0,0,0,4,0,121987,13921,10953,3374,0,0,CARRY,0,60,32,33,10,4,1,4,4,472,False,0,2107,132404,15148,0,23684,2297,0,166,19,237,1,0,4480,79,431,2,2,8,0,0,9,0,0,7,11.0,317.6045029640724,431.3492897739379,0.0,1.0,2.0,2107.0866095,0.3235294117647059,0.2668246253761045,0.0,0.0,0.0,0.0,1.0,0.1146824093262624,6.0,1.0,"8005, 8009, 9103, 8014","8345, 8304"
740,KR_6995428287,6995428287,CLASSIC,14.6.568.8373,Camille,164,UTILITY,True,0,0,7,0,0,7677,11,0,1,2,703,703,703,9546,0,6,0,0,0,True,0,0,False,False,False,False,False,True,0,5844,5310,0,UTILITY,0,0,0,3877,2031,6672,1001,1053,1042,3340,16,0,1,BOTTOM,266,0,1,596,167,167,9125,0,0,0,0,0,0,0,4,10,0,15116,5475,5790,6450,0,0,SUPPORT,0,52,17,65,4,4,14,4,4,147,False,14,1516,22317,7370,0,15627,1262,0,23,56,127,1,0,7033,1728,711,0,0,4,0,0,5,0,0,3,8.0,231.2280182394702,291.6367686045783,0.0,0.0,0.0,1516.4669115,0.4,0.2028969870514175,0.0,0.0,0.0,0.0,1.3333333333333333,0.1185887926114118,3.0,0.0,"8008, 9111, 9103, 8014","8401, 8473"
741,KR_7035201724,7035201724,CLASSIC,14.8.576.8838,Yasuo,157,MIDDLE,True,1,12,8,0,0,19050,18,0,0,3,6051,33803,6051,24294,0,4,2,1,1,True,14,0,True,False,False,False,False,True,11,15734,12500,0,MIDDLE,1,1,0,3031,6673,6672,3006,1038,0,3363,23,3,11,MIDDLE,1282,6,2,675,13225,1781,9244,0,21,0,0,1,0,0,7,3,0,223347,23157,12370,6504,0,0,SOLO,0,277,29,113,6,4,3,5,4,327,False,24,1837,241958,25120,0,23221,9290,0,209,163,118,1,0,5385,182,1606,1,3,4,0,0,39,2,4,13,19.0,513.8754683660537,820.4013956754177,1.0,1.0,3.0,1837.1700523,0.4042553191489361,1.274170519485272,0.0,8.0,2.0,4.0,4.75,0.1958472895092602,6.000000029802322,2.0,"8008, 9111, 9104, 8014","8139, 8135"
742,KR_6988443835,6988443835,CLASSIC,14.5.565.1230,Belveth,200,TOP,False,0,4,2,0,0,14879,16,0,8,2,0,0,0,15515,0,4,1,0,0,True,3,1,True,False,False,False,False,False,4,9963,9625,0,TOP,0,0,3,1054,6672,3153,1057,1043,3111,3364,21,1,2,JUNGLE,394,2,1,824,12788,1646,9508,0,0,0,1,0,0,0,6,6,0,112069,6167,11524,4378,0,0,NONE,0,209,49,22,1,3,4,4,12,55,False,17,1831,137447,8261,0,22308,5019,0,217,252,66,1,0,12589,446,1274,0,0,11,0,0,12,1,0,4,4.0,326.31402178179064,270.55234519925114,0.0,0.0,0.0,1832.0399143,0.1904761904761904,0.4115087064870347,0.0,0.0,1.0,5.0,1.0,0.1181787364065817,3.0,1.0,"8010, 9111, 9104, 8014","8453, 8444"
743,KR_7054179036,7054179036,CLASSIC,14.9.580.2108,Jayce,126,TOP,True,0,0,4,0,0,14932,16,0,0,2,5936,5936,5936,11301,0,5,1,0,0,True,7,0,False,False,False,False,False,False,2,11127,11062,0,TOP,0,0,0,3142,3004,2020,6692,1055,3158,3364,18,2,4,TOP,0,2,1,868,19174,4058,2310,0,8,0,0,0,0,0,4,6,0,124957,9610,11843,3791,0,0,SOLO,0,98,80,65,105,4,12,3,4,142,False,14,1476,148548,13976,0,14471,1924,0,200,169,118,1,0,4416,308,317,2,2,1,0,0,11,1,1,5,8.0,452.0543255874761,567.8168283308122,0.0,0.0,2.0,1476.9020948999998,0.2580645161290322,0.4706426636091979,0.0,0.0,1.0,1.0,1.6,0.1850032334549427,53.0,4.0,"8010, 8009, 9104, 8017","8345, 8304"
744,KR_6921038383,6921038383,CLASSIC,14.2.556.3141,Morgana,25,UTILITY,True,0,3,13,0,0,12027,14,0,7,6,1805,4733,1805,9042,0,8,4,0,0,True,0,1,False,False,False,False,False,False,2,9992,9000,0,UTILITY,0,1,0,3877,3118,3157,0,0,3158,3364,25,0,2,BOTTOM,0,0,1,545,46625,13383,8373,0,0,0,0,0,0,0,0,5,0,6052,478,12124,6473,0,0,SUPPORT,0,75,85,27,9,6,7,5,4,161,False,72,1868,53826,14083,1419,21286,3986,834,51,118,211,4,0,1148,221,788,2,3,2,0,0,65,4,9,23,15.0,320.8982829275684,452.2761782082562,1.0,2.0,3.0,1868.302665,0.3658536585365853,2.1063562386563817,0.0,0.0,4.0,9.0,1.875,0.104578608125152,17.0,2.0,"8229, 8226, 8210, 8237","8347, 8345"
745,KR_6977762358,6977762358,CLASSIC,14.5.563.9790,Nidalee,76,JUNGLE,False,0,2,9,0,0,11161,13,0,1,2,201,13984,201,24330,0,9,1,0,1,True,1,3,False,False,False,False,False,True,0,10006,9475,0,JUNGLE,0,0,2,3157,3152,3145,3020,3113,0,3364,18,2,5,JUNGLE,0,2,1,439,79644,13602,9465,0,123,0,1,0,0,0,2,7,0,17898,1268,27735,3864,0,0,NONE,0,227,183,120,223,17,11,4,4,740,False,10,1772,144351,16582,0,38033,19079,1450,5,170,253,4,0,46808,1711,833,0,0,10,0,0,16,1,3,2,14.0,338.6457648389739,561.1750868233288,0.0,1.0,0.0,1772.9572757,0.56,0.5446879939556556,56.00000002980232,8.0,1.0,3.0,1.5555555555555556,0.1774930051430668,21.249999940395355,1.0,"8010, 9111, 9105, 8014","8210, 8232"
746,KR_6934274678,6934274678,CLASSIC,14.2.556.3141,Lux,99,UTILITY,False,0,0,20,0,0,19878,18,0,0,23,570,1750,570,18737,0,9,15,0,0,True,6,13,False,False,False,False,False,False,1,14479,13850,0,UTILITY,0,0,3,3871,4646,4645,4628,3020,4638,3364,40,1,7,BOTTOM,0,4,1,636,95095,40463,10533,0,0,0,1,0,0,0,0,5,0,5367,848,20255,5682,0,0,SUPPORT,0,65,33,255,19,2,14,5,4,93,False,83,3076,110858,45041,1231,33133,2474,0,63,377,355,1,0,10395,3729,2344,1,1,10,0,0,140,15,10,65,27.0,282.3413662622361,878.3016116007072,0.0,1.0,1.0,3076.9410302,0.7105263157894737,2.73082493223059,0.0,0.0,15.0,10.0,3.0,0.2522199770885316,1.0,2.0,"8229, 8226, 8210, 8237","8126, 8106"
747,KR_6953391835,6953391835,CLASSIC,14.3.558.8314,Trundle,48,TOP,True,1,15,12,0,0,14715,16,0,16,2,9311,20500,9311,27781,0,10,2,0,0,True,10,0,False,True,False,False,False,False,11,11727,10983,0,JUNGLE,0,0,0,2033,3078,3047,3075,3153,0,3340,21,0,2,TOP,24,0,1,404,5775,4147,15319,0,2,1,0,1,0,0,41,1,0,93296,9509,17915,6522,0,0,SOLO,0,128,64,35,10,6,4,9,14,703,False,23,2142,123995,15552,0,38299,11730,0,116,292,304,1,0,24923,1894,5064,4,5,4,0,0,44,2,3,18,14.0,328.41498631652365,435.49892776963554,1.0,1.0,5.0,2142.6521073,0.3255813953488372,1.2337305809332817,2.0,0.0,2.0,3.0,1.4,0.1098961608448746,0.0,0.0,"8008, 9111, 9104, 8014","8143, 8134"
748,KR_6936875676,6936875676,CLASSIC,14.3.558.106,Irelia,39,MIDDLE,False,0,5,0,0,0,11249,13,0,6,3,3689,7171,3689,13407,0,3,2,0,0,True,11,1,False,False,False,False,False,True,0,8093,7600,0,MIDDLE,0,0,0,3153,2031,2021,3133,3047,1042,3364,19,0,1,TOP,0,0,1,853,14324,1598,9225,0,10,0,0,0,0,0,10,8,0,97387,6146,9193,778,0,0,CARRY,0,203,14,43,3,4,12,2,4,23,False,8,1314,116746,7745,0,18660,4058,0,192,59,70,1,0,5034,0,241,1,1,4,0,0,24,2,4,7,1.0,369.4442141579356,353.53734109852263,0.0,0.0,1.0,1314.511378,0.0476190476190476,1.1402168407545592,0.0,0.0,2.0,4.0,0.3333333333333333,0.1395770170300864,92.0,1.0,"8008, 9111, 9104, 8299","8345, 8347"
